Institution,Scam_Vector,Misinfo_Type,Core_Claim,Original_Tweet,Image_Text,Image_URL
Ministry of Power,Other,Account Block,"A fake notice claims that your electricity connection will be disconnected tonight if your previous month's bill is not updated, and instructs you to call a specific officer.",Don't get zapped by this scam!  A #Fake notice circulating on social media claims that your electricity will be cut off if you don't 'update' your bill  #PIBFactCheck   @MinOfPower  has not issued this notice  Be cautious while sharing your personal & financial information,"विद्युत मंत्रालय MINISTRY OF POWER Notice for Consumer regarding to update your bill immediately Dear consumer, Your electricity power connection will be Disconnected tonight 09:00 pm. Because your previous month bill not updated, please immediately call our officer Mr Devesh joshi ministry of power would like to calrify that consumer's to always keep updated. Now you update your bill by just calling our electricity help line number. To update your bill call our electricity help line number 09209049706 • Follow our official social media accounts @ministryofpower, facebook, instgram and YouTube cheif electricity officer",https://pbs.twimg.com/media/GaUqa5YboAAvGCt?format=jpg&name=small
Reserve Bank of India (RBI),WhatsApp,Fake Currency Claim,500 rupee notes with a star symbol are fake and have started circulating in the market.,Do you have a ₹500 note with a star symbol (*)  Are you worried it's fake  Fret no more  #PIBFactCheck  The message deeming such notes as fake is false!  Star marked(*)₹500 banknotes have been in circulation since December 2016   https:// rbi.org.in/commonman/Engl ish/scripts/PressReleases.aspx?Id=2015 …,"500 notes marked with * have started circulating in the market. Such note was returned from IndusInd Bank. This is a fake note. Even today received 2-3 such notes from a customer, but returned it immediately due to attention. The customer also said that this note was given by someone in the morning. Be careful, there has been an increase in the number of people walking around with fake notes in the market. Please circulate this message to other groups & friends & relatives to create awareness in all and remain alert always.",https://pbs.twimg.com/media/GZMy7QtboAAYZcr?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,SBI NetBanking Reward Points worth Rs 9980.00 are expiring today and can be redeemed by installing the 'SBI REWARD App' and claiming a cash deposit.,Beware   Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links   https:// x.com/TheOfficialSBI /status/1791851056260936028 …,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/GbXZ71RbgAA4Std?format=jpg&name=small
"KVIC, Ministry of MSME",Other,Loan Fraud,"A letter falsely claims that a loan of ₹17 Lac has been approved under the PMEGP Scheme by KVIC, requiring a deposit of ₹51,000 as collateral.","A #fake approval letter allegedly issued by  @kvicindia , MSME Ministry claims to grant loan of ₹17 Lac on payment of ₹51,000 under PMEGP Scheme  #PIBFactCheck   @minmsme  doesn't directly deal with individual beneficiaries for any of its credit schemes   https:// pib.gov.in/PressReleasePa ge.aspx?PRID=1670661 …","Khadi And Village Industries Commission (Ministry Of Micro, Small And Medium Enterprises, Government Of India) K-Block, Chaudhary Building, Connaught Circle - Central Delhi New Delhi 110001 PMEGP Collateral Letter Ref: PMEGP/DKYC/DO/2024-2025/847196 Name: Address: District-Bhavnagar-Gujarat-364001. Sub: Approval Of Loan (Under P.M.E.G.P Scheme) Respected Sir/Madam Mr. Your Loan For 17lac Have Been Approved Under PMEGP Scheme, According To Scheme, 4% Of Rate Of Interest And 30% Of Subsidy Has Been Provided To You. As Per The Scheme You Have To Deposit 3% Of Total Loan Amount As A Collateral Money Before You Became A Beneficiary Of Your Loan Proposal ""We Hereby Demand That You Make Payment Of Sum Of Rupee 51,000 By Depositing The Money"" Yours Faithfull DELHI KHADI & VILLAGE INDUSTRIES BOARD (P.M.E.G.P.) Asst. Director Asst. Director कामये दखतमानाम्",https://pbs.twimg.com/media/GcGDo4ya4AApe2i?format=jpg&name=small
Unknown,WhatsApp,KYC expiry/update scam,Fraudulent messages claim that your KYC is expiring and requires immediate update to avoid service disruption.,"Have you recently received any 𝐒𝐌𝐒, 𝐂𝐚𝐥𝐥 or 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 messages attempting to commit fraud related to KYC expiry, SIM/Gas/Electricity connection, or impersonation of government officials  Report such messages on the 𝐂𝐡𝐚𝐤𝐬𝐡𝐮 facility  https:// sancharsaathi.gov.in/sfc/",Now report Fraudulent Communications with CHAKSHU Empowering Citizens to Fight Fraud Together Report common fraudulent communications on CHAKSHU KYC expiry/update scams Bank account/wallet/SIM update scams Gas/electricity connection scams Impersonation scams (government official/relative) Sextortion Disconnection of mobile numbers by DoT 3 Easy steps to report Step 1 Visit the Chakshu Facility on the Sanchar Saathi portal Step 2 Provide details of the fraudulent communication Step 3 Submit the report PIB FACT CHECK Sanchar Saathi,https://pbs.twimg.com/media/GbId0RCbsAAhYuq?format=png&name=small
Unknown,WhatsApp,Fake Scheme,"A fake scheme is offering free laptops to students in 2024, claiming over 960,000 students will receive them.",Did you also receive a #WhatsApp message offering free laptops   Beware This is a scam to dupe you   #PIBFactCheck  Never click on such suspicious links  Be cautious while sharing personal information.,"PIB FACT CHECK FREE LAPTOPS FOR STUDENTS 2024 EDITION APPLY ONLINE The Applications for the Students Laptop Scheme 2024 Is Available This scheme is open to all students who for financial reasons are not in a position to purchase a laptop of their own and are in need of laptop in their level of education. In 2024 Over 960,000 students will be given free laptop to enhance their learning Application has began and students that have applied have started getting their laptops Register and apply here https://lc.ke/Students-FREE-LAPTOP STUDENTS LAPTOPS SUPPORT Complete the registration below to check if you qualify for the students lap Be Part of the successful students that will recieve a laptop to help them in learning Better 1. You must be a student Age bracket (10-50) years 2. You must be able to read and write Full Name Enter Your Full Name Select Your Educational Level -----Educational Level----- Select Laptop Brand -----Select Brand----- Select Age Range -----Age Range----- Beware of Bogus websites offering free laptops X@PIBFactCheck /PIBFactCheck /PIBFactCheck t.me/PIB_FactCheck",https://pbs.twimg.com/media/Gck_w8CaIAAc5E7?format=jpg&name=small
SBI,WhatsApp,Account Block,"Your SBI YONO account will be blocked if your Aadhaar number is not updated, and you must install a specific SBI Aadhaar update APK to update it immediately.","Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the","URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhaar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. SBI KYC AADHAR UPDATE 3.9 MB | APK",https://pbs.twimg.com/media/G5-CzAQawAA2CDv?format=jpg&name=small
RBI,Other,Account Block,Your bank account will be blocked due to fraudulent activity involving your credit card.,"Have you received a voicemail, allegedly from the Reserve Bank of India ( @RBI ), claiming that your bank account will be blocked as your credit card has been involved in fraudulent activity  #PIBFactCheck  Beware! This is a scam   If you suspect any central","All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Namaste, yeah, Bharti reserve bank Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Namaste, yeah, Bharti reserve bank Your credit card, Dhori, aapke naam ke, agle do ghanta me block kar diye jayenge. Iske liye kripaya...",https://pbs.twimg.com/media/G6HN4iVboAE3rUi?format=jpg&name=small
Mudra,Other,Loan Fraud,"A fake approval letter claims to grant a loan of ""7,00,000/- under PM Mudra Yojana upon payment of 
860/- as agreement charges.","An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.  #PIBFactCheck  This letter is #Fake   Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals.   MUDRA refinances all","HEAD OFFICE PRADHANMANTRI MUDRA LOAN YOJNA GOVERNMENT LOAN.... BANDRA KURLA COMPLEX Mumbai, Maharashtra-400051 Mail Id - info@mudrafinance.com Website - www.mudrafinance.com DATE - Mr/Mrs - SUNIL MADHAVRAO JADHAV Subject: APPROVAL FOR PERSONAL LOAN Application No: MLFMUD05984 APPROVAL LETTER REG YOUR LOAN REGISTRATION NUMBER PM/FCB/A/898/114F Dear Customer, We are glad to inform you that your loan Registration Number ""PM/FCB/A/898/114F"" with Rate of Interest 3% (Yearly) 40% in PRADHAN MANTRI MUDRA YOJANA us on Pan card no- BFRPJ2467K and Aadhar No- 7647 3664 9535 is now SANCTIONED/APPROVED based on your analy, employment, income and asset's information that you provided to us. We believe that you would qualify for the following. APPLICANT NAME SUNIL MADHAVRAO JADHAV LOAN AMOUNT 7,00,000/-L INTEREST 3%(Yearly) TERM 60 MON EMI 12,578.00 MOB +91 8600817434 (LAKH/CRORE) (PERCENTAGE) (MONTH) (PER MONTH) THE LOAN AMOUNT WILL BE TRANSFERED IN YOUR ACCOUNT A/C- 25016128479 AND IFSC CODE- MAHB0000167 HALF AN HOURS WORKING, BEFORE PAYING THE AMOUNT FOR MUDRA FINANCE GOVERNMENT LIMITED AS YOUR LOAN SECURITY. ONLY AGREEMENT CHARGERS 860 Rs/- IN COMPANY OR CODE IN PRADHAN MANTRI MUDRA LOAN FINANCE COMPANY. ALL WILL BE PAID AS PER YOUR RELATIONSHIP MANAGER GUIDANCE.IT'S OUR PLEASURE TO SERVE YOU AS A MUDRA FINANCE GOVERNMENT LIMITED.WE ARE HERE TO HELP YOU ACHIEVE YOUR FINANCIAL GOALS AS WELL.IF YOU HAVE ANY SUGGESTION BY WHICH WE COULD EXTEND BETTER SERVICES,PLEASE FEEL FREE TO CONTACT US. Note- Cash Deposit Not Accepted By Company (Online Transaction Needed For IMPS/NEFT/RTGS/ Mobile Banking/ Net Banking Your Bank Account/Transaction Verification). (Signature) (Name) (Designation) President, Consumer Business APPROVED M.D.",https://pbs.twimg.com/media/G7Uq4KuacAA31hY?format=jpg&name=small
SBI,WhatsApp,Account Block,"SBI YONO accounts will be blocked if Aadhaar is not updated, and users must download and install a specific APK file to update their Aadhaar.","Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the","URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. SBI KYC AADHAR UPDATE 3.9 MB | APK. This sender is not in your contacts, and you have no groups in common. Would you like to add or block them?",https://pbs.twimg.com/media/G9-hzbcaUAAPqXk?format=jpg&name=small
Income Tax,Instagram,Fake Tax/Levy,The government has imposed an 85% tax on bank transactions exceeding ₹10 lakh.,"इंस्टाग्राम अकाउंट ‘manjju.choudhary’ द्वारा एक #Instagram रील के माध्यम से यह दावा किया जा रहा है कि सरकार ने ₹10 लाख से अधिक के बैंक लेन-देन पर “85% टैक्स” लगा दिया है   #PIBFactCheck:  यह दावा #फर्जी है   आयकर  (Income Tax) केवल आय पर लगाया जाता है, लेन-देन",₹10 लाख से अधिक के बैंक ट्रांजेक्शन पर 85% टैक्स 85% TAX TAX,https://pbs.twimg.com/media/G9knh2BbAAAMeBX.jpg
SBI,WhatsApp,Fake Scheme,Users are falsely informed that their SBI NetBanking Reward Points worth Rs 9980.00 are expiring and can be redeemed by installing a malicious 'SBI REWARD App' via an APK file.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware   #PIBFactCheck    @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/G9LLHJcaQAAnENc?format=jpg&name=small
RBI,Other,Fake Scheme,The Reserve Bank of India will stop ₹500 notes from ATMs by March 2026.,RBI to stop ₹500 notes from ATMs by March 2026  Some social media posts claim that the Reserve Bank of India will discontinue the circulation of ₹500 notes by March 2026.  #PIBFactCheck:  This claim is #fake!    @RBI  has made NO such announcement.   ₹500 notes have,भारतीय रिज़र्व बैंक RESERVE BANK OF INDIA RBI TO STOP ₹500 NOTES FROM ATMS BY MARCH 2026 !,https://pbs.twimg.com/media/G9pfaila8AA-pgK?format=jpg&name=small
Income Tax Department,Email,Fake Scheme,"The Tax Department has launched a new 'PAN 2.0' initiative, and applicants must download their e-PAN cards featuring a QR code by clicking a link in the email.", Scam alert !!    Have you received an email asking you to click on a link to download your e-PAN Card?    #PIBFactCheck    This email is #Fake    Check the sender's email ID. Never click on any link in suspicious emails and avoid downloading any attachments.    Do not,"From: PAN 2.0 Cards <info@smt.plusoasis.com> Date: Thu, Apr 10, 2025 at 12:36 Subject: Important Update: PAN 2.0 PAN Cards to Feature QR Code To: <k Important Update: PAN 2.0 Introduced. Tax Department has launched PAN 2.0 to streamline the process of issuing and managing Permanent Account Numbers (PAN). As part of this initiative, applicants will now receive e-PAN cards featuring a secure QR code, delivered directly to their registered email at no cost. To learn more about this update and how it affects your existing PAN card link below: Learn More NOTE: You are receiving this mail to stay informed about important updates and security tips. Click this link if you want to opt-out",https://pbs.twimg.com/media/G_6A_2IaoAAr4kL?format=jpg&name=small
Mudra,Other,Loan Fraud,"A fake approval letter claims a loan of ₹7,00,000 under PM Mudra Yojana will be disbursed upon payment of ₹860 in agreement charges.","An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.  #PIBFactCheck  This letter is #Fake   Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals.   MUDRA refinances all","HEAD OFFICE PRADHANMANTRI MUDRA LOAN YOJNA GOVERNMENT LOAN.... BANDRA KURLA COMPLEX Mumbai, Maharashtra-400051 Mail Id - info@mudrafinance.com Website - www.mudrafinance.com DATE - Mr/Mrs - SUNIL MADHAVRAO JADHAV APPROVAL LETTER Subject: APPROVAL FOR PERSONAL LOAN Application No: MLFMUD09594 REG YOUR LOAN REGISTRATION NUMBER ""PMLFCIA/898/114"" Dear Customer, We are glad to inform you that your loan Registration Number ""PMLFCIA/898/114"" with Rate of Interest 3% (Yearly) 40% in PRADHAN MANTRI MUDRA YOJANA us on Pan card no:- BFRPJ0467K and Aadhar No:- 7647 3664 9535 is now SANCTIONED/APPROVED based on your analy, employment, income and asset's information that you provided to us. We believe that you would qualify for the following. APPLICANT NAME | LOAN AMOUNT | INTEREST | TERM | EMI SUNIL MADHAVRAO JADHAV | 7,00,000/-L | 3%(Yearly) | 60(Month) | 12,578.00 MOB:- +91 8600817434 | (LAKH/CRORE) | (PERCENTAGE) | 60/MON | (PER MONTH) THE LOAN AMOUNT WILL BE TRANSFERED IN YOUR ACCOUNT A/C:- 25010128479 AND IFSC CODE:- MAHB0000167 HALF AN HOURS WORKING, BEFORE PAYING THE AMOUNT FOR MUDRA FINANCE GOVERNMENT LIMITED AS YOUR LOAN SECURITY. ONLY AGREEMENT CHARGERS 860 Rs/ IN COMPANY OR CODE IN PRADHAN MANTRI MUDRA LOAN FINANCE COMPANY. ALL WILL BE PAID AS PER YOUR RELATIONSHIP MANAGER GUIDANCE.IT'S OUR PLEASURE TO SERVE YOU AS A MUDRA FINANCE GOVERNMENT LIMITED.WE ARE HERE TO HELP YOU ACHIEVE YOUR FINANCIAL GOALS AND DREAMS AS WELL. IF YOU HAVE ANY SUGGESTION BY WHICH WE COULD EXTEND BETTER SERVICES, PLEASE FEEL FREE TO CONTACT US. Note:- Cash Deposit Not Accepted By Company (Online Transaction Needed For IMPS/NEFT/RTGS/ Mobile Banking/ Net Banking Your Bank Account/Transaction Verification).",https://pbs.twimg.com/media/G_gKK-DaEAE7kuZ?format=jpg&name=small
Union Finance Ministry,Website,Fake Scheme,"An investment project falsely claims to be endorsed by the Union Finance Minister and promises to turn Rs 21,000 into Rs 2,00,000 in 3 days.","A Facebook advertisement claims that Union Finance Minister Nirmala Sitharaman is promoting an investment project offering returns of ₹20 lakh in 3 days on an investment of ₹21,000.  #PIBFactCheck   This advertisement is #Fake.   The Union Finance Minister or the Government","NSW Koori Knockout Ad THIS IS A HUGE OPPORTUNITY FOR ALL INDIANS TURN Rs 21,000 INTO 2,00,000 IN 3DAYS WITH THE N PROJECT",https://pbs.twimg.com/media/HAJhhe9akAAoVsk?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,Recipients are falsely informed that their SBI NetBanking Reward Points worth Rs 9980.00 are expiring and can be redeemed by installing a malicious 'SBI REWARD App' via an APK file.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware   #PIBFactCheck    @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/HAeBw7kaYAAZumN?format=jpg&name=small
Mudra,WhatsApp,Loan Fraud,"An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.","An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.  #PIBFactCheck  This letter is #Fake   Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals.   MUDRA refinances all","HEAD OFFICE PRADHANMANTRI MUDRA LOAN YOJNA GOVERNMENT LOAN.... BANDRA KURLA COMPLEX Mumbai, Maharashtra-400051 Mail Id - info@mudrafinance.com Website - mudrafinance.com DATE - Mr/Mrs - SUNIL MADHAVRAO JADHAV APPROVAL LETTER Subject: APPROVAL FOR PERSONAL LOAN Application No: MLFMUD09594 REG YOUR LOAN REGISTRATION NUMBER PM/FCIA/88/114F with Rate of Interest 3% (Yearly) 40% in Dear Customer, We are glad to inform you that your loan Registration Number ""PM/FCIA/88/114F"" with Rate of Interest 3% (Yearly) 40% in PRADHAN MANTRI MUDRA YOJANA us on Pan card no- BFRPJ2467K and Aadhar No- 7647 3664 9535 is now SANCTIONED/APPROVED based on your analy, employment, income and asset's information that you provided to us. We believe that you would qualify for the following. APPLICANT NAME | LOAN AMOUNT | INTEREST | TERM | EMI SUNIL MADHAVRAO | 7,00,000/-L | 3%(Yearly) | 60 | 12,578.00 JADHAV | | | (Months) | MOB +91 8600817434 | (LAKH/CRORE) | (PERCENTAGE) | 60/MON | (PER MONTH) THE LOAN AMOUNT WILL BE TRANSFERED IN YOUR ACCOUNT A/C- 25016128479 AND IFSC CODE- MAHB0000167 HALF AN HOURS WORKING, BEFORE PAYING THE AMOUNT FOR MUDRA FINANCE GOVERNMENT LIMITED AS YOUR LOAN SECURITY, ONLY AGREEMENT CHARGERS 860 Rs/- IN COMPANY OR CODE IN PRADHAN MANTRI MUDRA LOAN FINANCE COMPANY. ALL WILL BE PAID AS PER YOUR RELATIONSHIP MANAGER GUIDANCE.IT'S OUR PLEASURE TO SERVE YOU AS A MUDRA FINANCE GOVERNMENT LIMITED AND WE HOPE THAT YOU WILL CHOOSE US FOR YOUR FUTURE FINANCIAL NEEDS AS WELL. IF YOU HAVE ANY SUGGESTION BY WHICH WE COULD EXTEND BETTER SERVICES, PLEASE FEEL FREE TO CONTACT US. Note- Cash Deposit Not Accepted By Company (Online Transaction Needed For IMPS/NEFT/RTGS/ Mobile Banking/ Net Banking Your Bank Account/Transaction Verification). (Signature) (Name) (Designation) President, Consumer Business APPROVED M.D. (Signature) (Name) (Designation) M.D.",https://pbs.twimg.com/media/HCjQaTwbUAAIjhB?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,SBI NetBanking reward points worth Rs 9980 are expiring today and can be redeemed by installing a 'SBI REWARD App' and depositing cash into an account.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware    #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,"SBI rewar Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI 5:44 pm SBI REWARD27..apk 1.7 MB • APK 5:44 pm",https://pbs.twimg.com/media/HBreetPbgAQThHM?format=jpg&name=small
SBI,WhatsApp,Account Block,"An SBI YONO account will be blocked if the Aadhaar number is not updated, and users are instructed to download a specific APK file for an immediate KYC update.","Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the","SBI State Bank of In... Sunday SBI yono URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. 3:24 PM SBI KYC AADHAR UPDATE 3.9 MB | APK 3:24 PM This sender is not in your contacts, and you have no groups in common. Would you like to add or block them? Block Add",https://pbs.twimg.com/media/HCUpSD4bIAATdk7?format=jpg&name=small
Indian Government,Website,Fake Scheme,"Finance Minister Nirmala Sitharaman is promoting an investment platform that promises a daily income of ₹23,299 and a monthly income of ₹4.03 lakh for a deposit of ₹22,000."," Fake Investment Scam Using AI-Generated Video  A video circulating on social media falsely shows Union Finance Minister Nirmala Sitharaman promoting an investment platform and claiming returns of upto ₹22 lakh per month and ₹85,000 in a single day on an initial investment of","DEPOSIT ₹22,000 DAILY INCOME ₹23,299 MONTHLY INCOME ₹4.03 LAKH SPOTS LEFT: 75 REGISTER",https://pbs.twimg.com/media/HDwKVZObMAAkLHQ.jpg
Central Government,WhatsApp,Fake Government Order,"New communication rules for WhatsApp and phone calls, including call recording and social media monitoring, are being implemented by the Central Government from tomorrow.",दावा : केंद्र सरकार द्वारा फोन कॉल्स और सोशल मीडिया ऐप्स के लिए 'नए संचार नियम' लागू किए जा रहे हैं।   #PIBFactCheck   यह दावा #फर्जी है।    केंद्र सरकार द्वारा ऐसे कोई नियम लागू नहीं किए गए हैं।    कृपया ऐसी अपुष्ट जानकारियों को साझा न करें।    केंद्र सरकार से संबंधित,"कल से लागू होंगे व्हाट्सप्प और फोन कॉल के नए संचार नियमसर्वाहित भारत01. सभी कॉल रिकॉर्डिंग होगी।02. सभी कॉल रिकॉर्डिंग सेव हो जाएगी।03. व्हाट्सप्प, फेसबुक, ट्विटर और सभी सोशल मीडिया पर नजर रखी जाएगी।04. जो नहीं जानते उन सभी को सूचित करें।05. आपके उपकरण मंत्रालय से जुड़ेंगे।06. संविधान रहने किसी को गलत मैसेज न भेजें।07. आप, भाईचारे, रिश्तेदारों, दोस्तों को बताएं कि आप सोशल मीडिया पर सोशल मीडिया पर कम ही चलाएं।08. राजनीतिक या समस्यात्मक मामलों... आदि सरकार याप्रधानमंत्री के समक्ष आपकी कोई भी पोस्ट या वीडियो। न भेजें09. वर्तमान में किसी भी राजनीतिक या धार्मिक विषय पर संदेश लिखना या भेजना अपराध है... ऐसा करने पर बिना वारंट के गिरफ्तारी हो सकती है।10. पुलिस जारी करेगी नोटिस... इसके बाद साइबर क्राइम... इसके बाद की कार्रवाई बेहद गंभीर है।11. कृपया आप सभी, ग्रुप सदस्य, एडमिन... कृपया इस मामले पर विचार करें।12. सावधान रहे कि गलत संदेश न जाए और सभी को बताएं और मामले का ध्यान रखें।13. कृपया इसे शेयर करें। समूहों को अधिक जागरूक एवं सतर्क रहना चाहिए। व्हाट्सप्प के बारे में ग्रुप सदस्यों केलिए महत्वपूर्ण जानकारी... जानकारी व्हाट्सप्प पर1. - संदेश भेजा गया2. - संदेश प्राप्त3. दो नीले - संदेश पढ़े4. तीन नीले - सरकार को संदेश नोट5. दो नीले और एक लाल - सरकार आपके खिलाफ कार्रवाई कर सकती है6. एक नीला और दो लाल - सरकार आपकी जानकारी सत्यापित कर रही है7. तीन लाल - सरकार ने आपके खिलाफ कार्यवाही शुरू कर दी है और आपको जल्द ही अदालत का समन मिलेगा।एक जिम्मेदार नागरिक बने और अपने दोस्तों के साथ साझा करें। महत्वपूर्ण है कि जल्द अगले ग्रुप में भेजें...।",https://pbs.twimg.com/media/HFI7vsAaMAAkH3R?format=jpg&name=small
SBI,WhatsApp,Account Block,"SBI YONO accounts will be blocked if Aadhaar is not updated, requiring users to download and install a specific APK file for an immediate update.","Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the","URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhaar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. SBI KYC AADHAR UPDATE 3.9 MB | APK. This sender is not in your contacts, and you have no groups in common. Would you like to add or block them?",https://pbs.twimg.com/media/HEAssg-a0AAi24m?format=jpg&name=small
Unknown,Other,False Report,"An Iranian crude cargo was diverted from India to China due to payment issues, impacting India's energy imports.","Several news reports and social media posts have claimed that an Iranian crude cargo was diverted from Vadinar, India to China due to payment issues  #PIBFactCheck   This claim is #Misleading   Indian refiners have secured their crude oil requirements, including from Iran;","Oops ! A US-sanctioned tanker carrying Iranian crude oil has rerouted from India to China mid-voyage, just days before arrival. The shipment would have marked India's first Iranian oil purchase in nearly seven years. Analysts suggest payment challenges and tighter financial terms led to the sudden change. Highlighting ongoing complexities in global oil trade amid sanctions. WORLD NEWS India-bound Iranian crude tanker makes sudden U-turn to China just before arrival, as payment hurdles derail rare oil deal after nearly seven years. Iran sanctions disrupted oil flows after a tanker carrying crude changed course from India to China, complicating imports. OIL DIVERSION! Iran sanctions disrupt oil flows. Tanker shifts to China, complicating India imports. Oil tanker carrying Iranian crude, initially headed to India, has changed course for China, spotlighting payment complexities and raising questions about India's future energy imports from Iran. ये धोखा दे रही हमारी. Iran oil shipment to India collapses as tanker reroutes to China amid sanctions volatility. Big Shun carrying ~600,000 barrels from Kharg Island switched destination from India to China, per Kpler. This would've been India's first Iranian crude since May 2019 under a 180-day US waiver issued March 20, highlighting fragile ""dark fleet"" flows. India-bound tanker saw China U-turn it is - business before destination. भारत के लिए जा रहा एक ईरानी क्रूड टैंकर गुजरात के पास अपना रास्ता बदलकर अब चीन की ओर जा रहा है। #oilcrisis2026 #india #China. Iranian crude cargo changes course from India to China. A vessel that appeared to be carrying the first Iranian crude cargo to India for close to seven years has now changed course, and is signaling its destination as China, ship-tracking data show.",https://pbs.twimg.com/media/HFDoUp3awAAEXj0?format=jpg&name=small
Unknown,Other,Fake Image/AI-Generated Content,An AI-generated image falsely depicts Prime Minister Narendra Modi participating in a photoshoot during a Kerala visit.,"A viral image is being shared online, claiming that Prime Minister  @narendramodi  participated in a photoshoot during his Kerala visit.  #PIBFactCheck:   The image is #fake and #AI-generated.  Do not share unverified information. Rely only on official sources for authentic","AI-Generated image of Prime Minister Narendra Modi circulating on social media platforms Manish RJ @mrjethwani_ Kerala trip photo shoot Phraands... 8:27 PM Apr 5, 2026 84.5K Views Be @JoBeeGorgeous While the world is looking for India to lead the Global South... Phraands... Modi's Photo Op: Manohari Tea Estate in Dibrugarh, Assam, on April 1, 2026. Javaid Ahmad @Ahmadspeaks_4U Show translation परिधान-मंत्री - रीस बनाते हुए, केरळम - केरळम। पूरे विश्व में इनसे बड़ा एक्टर है क्या कोई।। #Reels",https://pbs.twimg.com/media/HFOEnOfbwAA-Onk?format=jpg&name=small
