Institution,Scam_Vector,Misinfo_Type,Core_Claim,Original_Tweet,Tweet_URL,Image_Text,Image_URL
Reserve Bank of India (RBI),WhatsApp,Fake Currency Claim,500 rupee notes marked with a star symbol (*) are fake and should not be accepted.,Do you have a ₹500 note with a star symbol (*)  Are you worried it's fake  Fret no more  #PIBFactCheck  The message deeming such notes as fake is false!  Star marked(*)₹500 banknotes have been in circulation since December 2016   https:// rbi.org.in/commonman/Engl ish/scripts/PressReleases.aspx?Id=2015 …,https://x.com/PIBFactCheck/status/1894333456248967652,"Forwarded 500 notes marked with * have started circulating in the market. Such note was returned from IndusInd Bank. This is a fake note. Even today received 2-3 such notes from a customer, but returned it immediately due to attention. The customer also said that this note was given by someone in the morning. Be careful, there has been an increase in the number of people walking around with fake notes in the market. Please circulate this message to other groups & friends & relatives to create awareness in all and remain alert always. Forwarded RESERVE BANK OF INDIA GUARANTEED BY THE CENTRAL GOVERNMENT I PROMISE TO PAY THE BEARER THE SUM OF FIVE HUNDRED RUPEES GOVERNOR ₹500 1AB*380187",https://pbs.twimg.com/media/GkoF_-2WwAAsba3?format=png&name=small
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is giving ₹46,715 to every citizen of India to reduce the severity of the financial crisis.","A #WhatsApp message with a link claims to offer financial aid of ₹46, 715 to the poor class in the name of the Ministry of Finance and, is further seeking the recipient's personal details  #PIBFactCheck   This message is #FAKE   @FinMinIndia  has announced no such aid!",https://x.com/PIBFactCheck/status/1894700474038935816,"वित्त मंत्रालय MINISTRY OF FINANCE सत्यमेव जयते After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹46715) to reduce the severity of the crisis Register for support",https://pbs.twimg.com/media/GktSzvuXwAAImga?format=png&name=small
Income Tax Department,Email,Fake Scheme,The Tax Department has introduced 'PAN 2.0' and applicants can now receive and download e-PAN cards featuring a secure QR code., Scam alert !!   Have you received an email asking you to click on a link to download your e-PAN Card?    #PIBFactCheck    This email is #Fake    Check the sender email id. Never click on any link in suspicious emails and avoid downloading any attachments.    Do not,https://x.com/PIBFactCheck/status/1910349983414464792,"Beware of Fake emails asking to download e-PAN Card From: PAN 2.0 Cards <info@smt.plusoasis.com> Date: Thu, Apr 10, 2025 at 12:36 Subject: Important Update: PAN 2.0 PAN Cards to Feature QR Code To: <k Important Update: PAN 2.0 Introduced. Tax Department has launched PAN 2.0 to streamline the process of issuing and managing Permanent Account Numbers (PAN). As part of this initiative, applicants will now receive e-PAN cards featuring a secure QR code, delivered directly to their registered email at no cost. To learn more about this update and how it affects your existing PAN card click the link below: Learn More NOTE:You are receiving this email to stay informed about important updates and security tips. Click this link if you want to opt-out",https://pbs.twimg.com/media/GoLiboTWcAAYxqL?format=jpg&name=small
"KVIC, Ministry of MSME",Other,Loan Fraud,"A fake letter from KVIC claims a loan of ""17 Lac"" has been approved under the PMEGP scheme, but requires an upfront payment of ""51,000"" as collateral.","A #fake approval letter allegedly issued by  @kvicindia , MSME Ministry claims to grant loan of ₹17 Lac on payment of ₹51,000 under PMEGP Scheme    #PIBFactCheck    @minmsme  doesn't directly deal with individual beneficiaries for any of its credit schemes    Read more:",https://x.com/PIBFactCheck/status/1904121999179546667,"Khadi And Village Industries Commission (Ministry Of Micro, Small And Medium Enterprises, Government Of India) K-Block, Chaudhary Building, Connaught Circle - Central Delhi New Delhi 110001 PMEGP Collateral Letter Ref: PMEGP/DKYC/DO/2024-2025/847196 Name: Address: District-Bhavnagar-Gujarat-364001. Sub: Approval Of Loan (Under P.M.E.G.P Scheme) Respected Sir/Madam Mr. Your Loan For 17Lac Have Been Approved Under PMEGP Scheme, According To Scheme, 4% Of Rate Of Interest And 30% Of Subsidy Has Been Provided To You. As Per The Scheme You Have To Deposit 3% Of Total Loan Amount As A Collateral Money Before You Became A Beneficiary Of Your Loan Proposal ""We Hereby Demand That You Make Payment Of Sum Of Rupee 51,000 By Depositing The Money"" Yours Faithfully DELHI KHADI & VILLAGE INDUSTRIES BOARD (P.M.E.G.P.) Asst. Director Asst. Director कामये दुखतमानाम्",https://pbs.twimg.com/media/GmzMjHXa4AAH1Zi?format=jpg&name=small
India Post,Website,Fake Scheme,India Post is offering free gifts and a lucky draw as part of its 170th Anniversary celebration.,A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck  It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/1912814209198342313,"Congratulations !! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward. Congratulations! India Post - 170th Anniversary Gifts Through the questionnaire, you will have a chance to get amazing FREE Gifts. India Post? YES NO",https://pbs.twimg.com/media/Gout_eRWQAAJi3U?format=png&name=small
RBI,WhatsApp,Other,"The Reserve Bank of India (RBI) has issued new rules banning the use of black ink on cheques, effective January 1st, 2025.",It is being claimed in social media posts that  @RBI  has issued new rules prohibiting the use of black ink on cheques.  #PIBFactCheck  This claim is #FAKE   The Reserve Bank of India has not prescribed specific ink colors to be used for writing cheques,https://x.com/PIBFactCheck/status/1912462527117557949,"ForwardedTHE TIMES OF INDIADATE: TUESDAY, JANUARY 14, 2025NEW YEAR, NEW RULES: BLACK INK BANNED ON CHEQUESMumbai, January 14, 2025: In a move aimed at enhancing security features and preventing fraudulent activities, the Reserve Bank of India (RBI) has announced that cheques written in black ink will no longer be accepted from January 1st, 2025.As per the new guidelines, cheques must be written in blue or green ink to be considered valid. The RBI has taken this step to prevent tampering and ensure the authenticity of cheques, which has been a significant concern in recent years.""The use of black ink on cheques has been a major security risk, as it can be easily erased or altered,"" said an RBI spokesperson. ""By mandating the use of blue or green ink, we aim to reduce the incidence of cheque fraud and ensure greater transparency in transactions.""The new rule applies to all types of cheques, including those issued by banks, corporations, and government entities. Banks have been instructed to reject any cheques written in black ink, and customers will be required to re-issue such cheques in the prescribed ink colors.While some customers have expressed inconvenience at the new rule, others have welcomed the enhanced security measures. ""It's a small price to pay for the added security,"" said Rohan Patel, a local businessman. ""I'd rather take the extra step to write a cheque in blue ink than risk having it tampered with.""The RBI has advised customers to use only blue or green ink pens when writing cheques and to ensure that the ink is not faded or smudged. With this new rule, the RBI aims to strengthen the security of the cheque payment system and protect customers from fraudulent activities.12:41 pm",https://pbs.twimg.com/media/GopuRpeXcAAJIxu?format=png&name=small
Central Government of India,YouTube,Fake Scheme,"The central government is giving ₹34,000 for free in bank accounts starting April 4, 2025."," Alert: Fake YouTube Thumbnail!  A YouTube thumbnail from the channel ""newgovernmentjob1287"" is falsely claiming that the central government is giving ₹34,000 for free in bank accounts.   #PIBFactCheck:   Stay cautious of such deceptive claims!  No such announcement has",https://x.com/PIBFactCheck/status/1908113127062811003,आज 04 अप्रैल 2025 से ₹34000 फ्री मिलेगा आज 12 बजे से मोदी सरकार New Government job @newgovernmentjob1287 971K subscribers,https://pbs.twimg.com/media/Gnr6mNOXEAA14Dk?format=jpg&name=small
India,Website,Other,India is demanding that Italy and the Asian Development Bank cut financial funding to Pakistan.,Several posts on social media claim that India has urged Italy and the Asian Development Bank to cut funds for Pakistan.   #PIBFactCheck    This claim is completely fake. India has not made any such request.   Beware! Trust only official government sources for credible,https://x.com/PIBFactCheck/status/1919423436775952748,Baseless claims are circulating that India is demanding financial sanctions on Pakistan Geopolitical Kid @Geopoliticalkid 3h India demands Italy cut financing to Pakistan @Diplomatic_lk0 2h India demands Asian Development Bank cut funding for Pakistan @PIBFactCheck /PIBFactCheck /PIBFactCheck t.me/PIB_FactCheck,https://pbs.twimg.com/media/GqMpcBYbQAAXsRG?format=jpg&name=small
RBI,SMS,Fake Security Tip,A false message attributed to RBI claims that pressing 'cancel' twice on an ATM before a transaction can prevent PIN theft.,A post falsely attributed to  @RBI  claims that pressing 'cancel' twice on an ATM before a transaction can prevent PIN theft  #PIBFactCheck   This statement is FAKE & has NOT been issued by RBI  Keep transactions secure    Conduct fund transfer in private  Conduct fund,https://x.com/PIBFactCheck/status/1919721968615432543,"भारतीय जनता - A very useful tip while withdrawing funds from an ATM. - Press 'cancel' button twice before inserting the card. If anyone has set up the key pad to steal your PIN code, this will cancel the set up. Important message. Please make it a habit part of every transaction that you make. share for Your Circle People.",https://pbs.twimg.com/media/GqQ4qOEaIAASSbg?format=png&name=small
SBI,WhatsApp,Malware/App Fraud,SBI customers are told their NetBanking Reward Points are expiring and can be redeemed by installing a specific 'SBI REWARD App' via an APK file to claim a cash deposit.,Beware    Did you also receive a message asking you to download & install an APK file to redeem SBI rewards   #PIBFactCheck    @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,https://x.com/PIBFactCheck/status/1915734758295732231,Dear Value Customer Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK,https://pbs.twimg.com/media/GpYNuO_WoAAXO07?format=jpg&name=small
Indian Government / Indian Army,WhatsApp,Fake Scheme,"The Modi government has opened a bank account, the 'Army Welfare Fund Battle Casualty Fund', for the modernization of the Indian Army and for soldiers, encouraging citizens to contribute Rs.1 daily to purchase weapons and strengthen the army.",A WhatsApp message is going around claiming that government has opened a bank account for the modernization of the Indian Army.  #PIBFactCheck   This claim is MISLEADING  The bank account mentioned in the message is NOT meant for modernization of Indian Army or for purchase,https://x.com/PIBFactCheck/status/1916417581826650271,"ForwardedAnother good decision by Modi Govt as suggested by Super Star Akshay Kumar: Only one rupee per day, that too for Indian army. In yesterday's cabinet meeting, the Modi government opened a bank account for the modernization of the Indian Army and for soldiers who are injured or martyred in the war zone. In which every Indian can contribute any amount as per his/her own choice. It starts from Rs.1 and is unlimited.This money will also be used to purchase weapons for the army and paramilitary forces. NEW DELHI, ""As suggested by people on Mann Ki Baat, Facebook, Twitter and WhatsApp, Modi government finally took a decision today's ongoing situation and opened Army Welfare Fund Battle Casualty Fund Account.""This is the master stroke of film star Akshay Kumar. No one can stop India from becoming a superpower. If even 70% of India's 120 crore population invest just one rupee daily in this fund, that one rupee will become 100 crore rupees in 30 days and 36000 crores in a year. Pakistan's annual defense budget is not even Rs 36,000 crore. We spend 100, 1000 rupees every day in useless work but if we give one rupee to army, India will definitely become a superpower.Your money will be deposited directly in the Army Welfare Fund Battle Casualty Fund of the Ministry of Defence. It will be useful for military equipment and military personnelSo join this campaign of Modiji and help the army directly. Nothing can be achieved by shouting bad words about Pakistan, blocking roads and making statements. Implement the thoughts of Modi and the people of the country and strengthen your country's army. So countries like Pakistan and China can show their status without any help from any country Bank details are given below.Bank Details:Canara BankA/C Name: Army Welfare Fund Battle Casualties,A/C No: 90552010165915IFSC Code: CNRB0000267South Extension Branch, New Delhi.",https://pbs.twimg.com/media/Gph5t8zXkAER-VU?format=jpg&name=small
Government of India,Other,Fake Scheme,"A digitally altered video falsely claims that Shaktikanta Das, Principal Secretary to the Prime Minister of India, endorses an investment platform promising a monthly return of ""1,400,000 for an investment of ""21,000.","A video on social media shows Shaktikanta Das, Principal Secretary to the Prime Minister, promoting an investment platform  In the video, he appears to say that investing ₹21,000 can give a daily income of ₹60,000, totaling ₹1,950,000 per month  #PIBFactCheck  This is a",https://x.com/PIBFactCheck/status/1932473148705808571,"A digitally altered video claiming to show Shaktikanta Das, the Principal Secretary to the Prime Minister of India, endorsing an investment platform is circulating online. but today I want to share some truly important news. INVEST "",21,000 TODAY INTO YOUR ACCOUNT AND EARN "",1,400,000 EVERY MONTH!",https://pbs.twimg.com/media/GtGGOlJaAAAn0dI.jpg
Government of India,Other,Fake Scheme,"Prime Minister Narendra Modi and N. R. Narayana Murthy are endorsing a project where Indian citizens can invest ₹21,000 to earn ₹1,500,000 in the first month.","A video circulating on social media shows Prime Minister Narendra Modi and former Infosys CEO N. R. Narayana Murthy promoting an investment platform.  In the video, the Prime Minister can be seen asking citizens to invest ₹21,000 and earn up to ₹1,500,000 per month.",https://x.com/PIBFactCheck/status/1933448485883289604,MODI HAS INSTRUCTED NARAYANA MURTHY TO DO THE PROJECT. EVERY CITIZEN OF INDIA WHO INVESTS 21.000 RUPEES IN THIS PROJECT WILL RECEIVE 1.500.000 RUPEES IN THE FIRST MONTH.,https://pbs.twimg.com/media/GtT9NeMXYAACP8a.jpg
SBI,WhatsApp,Fake Scheme,Users are falsely told their SBI NetBanking Reward Points are expiring and can be redeemed by installing a fake 'SBI REWARD App' via an APK file.,Beware   Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  #PIBFactCheck    @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links   https:// x.com/TheOfficialSBI /status/1791851056260936028 …,https://x.com/PIBFactCheck/status/1929149213583057265,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI 5:44 pm SBI REWARD27..apk 1.7 MB • APK 5:44 pm",https://pbs.twimg.com/media/GsW2_A4XUAAFk7S?format=jpg&name=small
"Indian Army, Ministry of Defence",WhatsApp,Fake Scheme,"The Modi government has opened a bank account (Army Welfare Fund Battle Casualty Fund) for public contributions of one rupee per day to modernize the Indian Army, purchase weapons, and support injured/martyred soldiers, supposedly suggested by film star Akshay Kumar.",A WhatsApp message is going around claiming that government has opened a bank account for the modernization of the Indian Army.  #PIBFactCheck   This claim is MISLEADING  The bank account mentioned in the message is NOT meant for modernization of Indian Army or for purchase,https://x.com/PIBFactCheck/status/1933830844512432232,"ForwardedAnother good decision by Modi Govt as suggested by Super Star Akshay Kumar:Only one rupee per day, that too for Indian army. In yesterday's cabinet meeting, the Modi government opened a bank account for the modernization of the Indian Army and for soldiers who are injured or martyred in the war zone. In which every Indian can contribute any amount as per his/her own choice. It starts from Rs.1 and is unlimited.This money will also be used to purchase weapons for the army and paramilitary forces. NEW DELHI, ""As suggested by people on Mann Ki Baat, Facebook, Twitter and WhatsApp, Modi government finally took a decision today's ongoing situation and opened Army Welfare Fund Battle Casualty Fund Account.This is the master stroke of film star Akshay Kumar. No one can stop India from becoming a superpower. If even 70% of India's 120 crore population invest just one rupee daily in this fund, that one rupee will become 100 crore rupees a day, 3000 crores in 30 days and 36000 crores in a year. Pakistan's annual defense budget is not even Rs 36,000 crore. We spend 100, 1000 rupees every day on useless work but if we give one rupee to army, India will definitely become a superpower.Your money will be deposited directly in the Army Welfare Fund Battle Casualty Fund of the Ministry of Defence. It will be useful for military equipment and military personnel.So join this campaign of Modiji and help the army directly.Nothing can be achieved by shouting bad words about Pakistan, blocking roads and making statements. Implement the thoughts of Modi and the people of the country and strengthen your country's army. So countries like Pakistan and China can show their status without any help from any country Bank details are given below.Bank Details:Canara BankA/C Name: Army Welfare Fund Battle Casualties,A/C No: 90552010165915IFSC Code: CNRB0000267South Extension Branch, New Delhi.",https://pbs.twimg.com/media/GtZY4RAbIAArw1R?format=jpg&name=small
Indian Government,WhatsApp,Fake Scheme,The Centre has decided to remove post-retirement benefits such as DA hikes and Pay Commission revisions for retired government employees as part of the Finance Act 2025.,A message circulating on WhatsApp claims that the Centre has decided to remove post-retirement benefits such as DA hikes and Pay Commission revisions for retired government employees as part of the Finance Act 2025.  #PIBFactCheck    This claim is #FAKE   Rule 37 of the CCS,https://x.com/PIBFactCheck/status/1929551106213875809,"Retired Govt Employees Will No Longer Get DA Hikes & Pay Commission Benefits Under Finance Act 2025: Report By Harshika Yadav Updated: Friday, May 30, 2025, 11:16 [IST] Share This Article In a major policy shift affecting millions of pensioners, the government has passed the Finance Act 2025, which withdraws key post-retirement benefits for retired government employees, according to a report by Lokmat. Under the new provisions, pensioners will no longer be eligible for dearness allowance (DA) hikes or future Pay Commission benefits, including those from the upcoming 8th Pay Commission. No More DA Hikes or Pay Commission Benefits Under Finance Act 2025 As per the report, the Indian Parliament has approved the Finance Act 2025, bringing major changes to the pension structure for retired government employees. According to the new legislation, pensioners will no longer be eligible for dearness allowance (DA) increases or future Pay Commission benefits, including those from the anticipated 8th Pay Commission. The act specifies that the responsibility for managing the benefits of retired employees will no longer rest with the government. Instead, the benefits like Pay Commission and DA hikes will not apply to those who have retired from service. Future revisions to pension or allowance will be at the discretion of the government and will take effect only from the date of such decision. No arrears will be paid, and pensioners will not be able to legally challenge the provisions. What It Means for Retired Government Employees: Currently, pension is governed by the Pension Act of 1972, under which many retirees receive pension benefits. However, this Act does not apply to all categories of pensioners. A landmark judgment was given by the Supreme Court. On 17 September 1982, a five-judge bench led by Justice Y.V. Chandrachud ruled that all retirees must be treated equally, regardless of their date of retirement. The judgment ensured pension equivalent to 50% of the last drawn salary, along with other related benefits. This verdict was considered a landmark, and its implications have since been observed by many as 'Pensioners' Day'. The Finance Act 2025, however, overrides this landmark. It makes it clear that 8th Pay Commission and DA increases will not apply to existing pensioners. The new Pension Act will no longer be applicable for such enhancements, and the government will take an independent decision on whether to revise pensions or allowances. If it chooses to implement any increase, it will be effective prospectively and not retrospectively. This shift in policy has raised significant concerns among retired government employees and associations representing them. Critics have pointed out that the new provisions effectively nullify the protections ensured by the 1982 Supreme Court ruling. About Finance Act The Finance Act is an annual law passed by the Indian Parliament that implements the government's budget proposals for the financial year. It sets out changes to taxes, duties, and other financial rules, allowing the government to collect revenue and manage public spending. Essentially, the Finance Act provides the legal framework for how money is raised and spent by the government during the year.",https://pbs.twimg.com/media/Gsckf-RWcAAzEMR?format=jpg&name=small
Ministry of Finance / PM Mudra Yojana,Other,Loan Fraud,"A fake letter claims to approve a loan of ₹5,00,000 under PM Mudra Yojana, requiring an upfront payment of ₹2,100.","A #Fake approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana on payment of ₹2,100  #PIBFactCheck   @FinMinIndia  has not issued this letter  Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals   http:// mudra.org.in/FAQ",https://x.com/PIBFactCheck/status/1934204921492259060,"प्रधान मंत्री मुद्रा योजना Ministry of Finance Government of India SUBJECT:-APROVEL OF LOAN Dear sir MR/MRS:- We very glad to inform you that in response to your request in order to meet your tight financial problems, we have your request and requested a Long-term loan of 500,000. You want to meet your expenses and a bank has decided to approve your application for loan 5,00,000. The interest rate that you will have to pay for the loan amount has been calculated with the help of standard financial experts and is at the rate of 4%. We hope that this interest rate will be suitable for you. As discussed earlier, you will have to pay the loan back in 5 years. However, the interest rate may change depending on the duration that you choose. You will have to make the subsequent payment on the 1st of every month. Please review the terms and conditions of the loan agreement. The terms have been completely outlined in the promissory note. The signed loan agreement papers. Please make a payment of 2100Rs. File Agreement Charge (incl. of all taxes.) We have attached several related documents with this letter that are favorable for you. Please review the form thoroughly and return us so that the processing of loan can be done. Sincerely, P.M. MUDRA FINANCE FINANCIAL DEPARTMENT SACHIVALAY ARERA HILLS BHOPAL M.P. 462027 INDIA LOAN APPROVED",https://pbs.twimg.com/media/GtesfFbWYAA_2BB?format=png&name=small
Indian Oil Corporation,Website,Fake Scheme,Indian Oil Corporation is offering a fuel subsidy gift worth 6000 Rupees through a questionnaire.,"""Chance to win a Fuel Subsidy Gift worth ₹6,000 from the Indian Oil Corporation"" `  Sounds enticing, right   However, this lucky draw is #FAKE    It's a scam & is NOT related to  @IndianOilcl    Always run any suspicious information related to the Government of India",https://x.com/PIBFactCheck/status/1938563572373901571,"Congratulations! Indian Oil Fuel Subsidy Gift! Through the questionnaire, you will have a chance to get A gift card worth 6000 Rupee",https://pbs.twimg.com/media/Guco9zTbwAAPMi7?format=jpg&name=small
SBI,Other,Fake Scheme,A digitally altered video shows Prime Minister Narendra Modi endorsing an investment scheme that guarantees a daily profit of ₹1.25 lakh for every Indian who knows English., PM Modi promoting an investment scheme offering a daily profit of ₹1.25 Lakh/Day? Here's the Truth   A video circulating on social media shows Prime Minister Narendra Modi endorsing an investment scheme that promises to offer a daily profit of up to ₹1.25 lakh on an,https://x.com/PIBFactCheck/status/1940994459086246207,"SBI PARTICIPANTS: 100,000 MINIMUM INVESTMENT PROFIT I GUARANTEE 1.25 LAKH FOR EVERY INDIAN WHO KNOWS ENGLISH",https://pbs.twimg.com/media/Gu_MQ1dXQAAwaL8.jpg
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is giving every citizen ₹46,715 as financial aid to alleviate the financial crisis.","Just click on the link & share your personal info to get ₹46,715 from the Govt   Sounds too good to be true? Think again!   A #WhatsApp message claims that the Ministry of Finance is offering financial aid of ₹46,715 to the poor.   #PIBFactCheck   This is a SCAM! ",https://x.com/PIBFactCheck/status/1946171149790138687,"वित्त मंत्रालय MINISTRY OF FINANCE सत्यमेव जयते After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹46715) to reduce the severity of the crisis Register for support",https://pbs.twimg.com/media/GwIwBMWXMAEioNs?format=jpg&name=small
RBI,WhatsApp,Currency Discontinuation,"RBI has instructed banks to stop disbursing ₹500 notes from ATMs by September 2025, with a plan to only disburse ₹200 and ₹100 notes thereafter, urging people to liquidate their ₹500 notes.",Has RBI really asked banks to stop disbursing ₹500 notes from ATMs by September 2025?   A message falsely claiming exactly this is spreading on #WhatsApp   #PIBFactCheck   No such instruction has been issued by the  @RBI .   ₹500 notes will continue to be legal tender.  ,https://x.com/PIBFactCheck/status/1944046963114090533,"Forwarded many times RBI has asked all banks to stop disbursing 500₹ notes by 30 Sept 2025 from ATM. Target is 75% of all BANKS ATM & then 90% ATM by 31 Mar 2026. ATM going forward will disburse only 200₹ and 100₹ notes only. So start liquidating the Rs. 500 notes that you have in hand from now on. ரிசர்வ் வங்கி அனைத்து வங்கி செப்டம்பர் 30 ஏடிஎம்களில் இருந்து ₹500 நோட்டுகளை வழங்குவதை நிறுத்துமாறு கொண்டுள்ளது. அனைத்து வங்கிக ஏடிஎம்களிலும் 7 மற்றும் பின்னர் மார்ச் 31, 2026க்குள் 90% ஏடிஎம்களும் இலக்கு. இனிமேல் ஏடிஎம் 200₹ மற்றும் ₹100 நோட்டுகளை மட்டுமே வழங்கும். எனவே",https://pbs.twimg.com/media/GvqkZ-rWIAARdjh?format=jpg&name=small
"Banks, Government Officials, Utility Providers","SMS, Call, WhatsApp","KYC Fraud, Account Update Scam, Utility Disconnection Threat, Impersonation, Sextortion","Scammers falsely claim that KYC, bank accounts, SIMs, or utility connections need urgent updates, or impersonate government officials, or threaten sextortion or service disconnection.","Have you recently received any 𝐒𝐌𝐒, 𝐂𝐚𝐥𝐥 or 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 messages attempting to commit fraud related to KYC expiry, SIM/Gas/Electricity connection, or impersonation of government officials  Now, report them on 𝐂𝐡𝐚𝐤𝐬𝐡𝐮 facility    https:// sancharsaathi.gov.in/sfc/",https://x.com/PIBFactCheck/status/1945423792320524792,PIB FACT CHECK Now report Fraudulent Communications with CHAKSHU Empowering Citizens to Fight Fraud Together Report common fraudulent communications on CHAKSHU KYC expiry/update scams Bank account/wallet/SIM update scams Gas/electricity connection scams Impersonation scams (government official/relative) Sextortion Disconnection of mobile numbers by DoT 3 Easy steps to report Step 1 Visit the Chakshu Facility on the Sanchar Saathi portal Step 2 Provide details of the fraudulent communication Step 3 Submit the report,https://pbs.twimg.com/media/Gv-Ind0XAAAksQn?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,A message falsely claims that SBI NetBanking Reward Points are expiring and can be redeemed by installing a specific app and claiming a cash deposit.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware   #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,https://x.com/PIBFactCheck/status/1944334994597707899,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/GvupsTlXsAA0e5v?format=jpg&name=small
Income Tax Department,Email,Fake Scheme,"The Tax Department has launched PAN 2.0, and applicants can download their new e-PAN cards by clicking a provided link.", Scam alert !!   Have you received an email asking you to click on a link to download your e-PAN Card?    #PIBFactCheck    This email is #Fake    Check the sender's email ID. Never click on any link in suspicious emails and avoid downloading any attachments.    Do not,https://x.com/PIBFactCheck/status/1946897036663775434,"From: PAN 2.0 Cards <info@smt.plusoasis.com> Date: Thu, Apr 10, 2025 at 12:36 Subject: Important Update: PAN 2.0 PAN Cards to Feature QR Code To: <k Important Update: PAN 2.0 Introduced. Tax Department has launched PAN 2.0 to streamline the process of issuing and managing Permanent Account Numbers (PAN). As part of this initiative, applicants will now receive e-PAN cards featuring a secure QR code, delivered directly to their registered email at no cost. To learn more about this update and how it affects your existing PAN card click link below: Learn More NOTE:You are receiving this email to stay informed about important updates and security tips. Click this link if you want to opt-out",https://pbs.twimg.com/media/GwTEKvkagAAseF8?format=jpg&name=small
Ministry of Finance (India),Facebook Ad,Fake Scheme,"India has introduced a State QuantumAI Platform that guarantees a monthly income of ₹50,000 for an activation deposit of ₹21,000, with registration closing in two days.",Has India really introduced 'QuantumAl' Investment platform   A Facebook page named 'Transaction rights 54' is running an advertisement promoting 'QuantumAl' Investment platform.    The advertisement falsely claims that  @FinMinIndia  has introduced an investment platform that,https://x.com/PIBFactCheck/status/1955882286538162607,"Economic Crisis and Tax War with the USA: India Introduces the State QuantumAI Platform Designed to Protect Citizens and Guarantee an Income of ₹50,000 per Month with an Activation of ₹21,000 - Registration Closes in Two Days. DEPOSIT 21.000 TO ACTIVATE.",https://pbs.twimg.com/media/GySvzlTWAAU0Nxm?format=jpg&name=small
Reserve Bank of India,WhatsApp,Fake Currency,500 rupee notes marked with a star symbol are fake and have started circulating in the market.,Do you have a ₹500 note with a star symbol (*)  Are you worried it's fake  Fret no more  #PIBFactCheck  The message deeming such notes as fake is false!  Star marked(*)₹500 banknotes have been in circulation since December 2016   https:// rbi.org.in/commonman/Engl ish/scripts/PressReleases.aspx?Id=2015 …,https://x.com/PIBFactCheck/status/1950900550360322393,"Forwarded 500 notes marked with * have started circulating in the market. Such note was returned from IndusInd Bank. This is a fake note. Even today received 2-3 such notes from a customer, but returned it immediately due to attention. The customer also said that this note was given by someone in the morning. Be careful, there has been an increase in the number of people walking around with fake notes in the market. Please circulate this message to other groups & friends & relatives to create awareness in all and remain alert always. Forwarded RESERVE BANK OF INDIA GUARANTEED BY THE CENTRAL GOVERNMENT 500 1AB*380187",https://pbs.twimg.com/media/GxL9tVNXoAAo2Lc?format=jpg&name=small
RBI,News Article,Fake Scheme,The Reserve Bank of India has issued new rules for exchanging old demonetised ₹500 and ₹1000 notes.,Has RBI really announced 'new rules' for exchanging old ₹500 & ₹1000 notes  Some news reports claim that the Reserve Bank of India ( @RBI ) has issued new guidelines to exchange discontinued currency notes.  #PIBFactCheck   This claim is FAKE!  RBI has made NO such,https://x.com/PIBFactCheck/status/1986384377853714671,"RBI Issues New Rules For Old ₹500 and ₹1000 Notes. RBI issues New Rules for old ₹500 and ₹1000 Notes, Know the Complete Information.",https://pbs.twimg.com/media/G5EN09ZakAA2dpp?format=jpg&name=small
